Date,Farm,MilkingAmount,MilkingTime,MilkingMaxAmount
2020-09-25,Ромашка,30584.7,850441,9326.13
2020-09-25,Сирень,46179.21,1297978,0.0
2020-09-26,Магнолия,37195.27,1224285,0.0
2020-09-26,Сирень,45222.2,1317597,0.0
2020-09-26,Ромашка,36929.8,929102,10486.22
2020-09-26,Клевер,0.0,0,0.0
2020-09-26,Вереск,34870.94,1005836,13538.11
2020-09-27,Вереск,24322.16,659234,10110.1
2020-09-27,Клевер,0.0,0,0.0
2020-09-27,Магнолия,11029.92,370880,0.0
2020-09-27,Ромашка,38196.6,991251,11263.93
2020-09-27,Сирень,47285.69,1382549,0.0
2020-09-28,Вереск,35598.63,960120,14218.06
2020-09-28,Клевер,0.0,0,0.0
2020-09-28,Магнолия,5756.47,188002,0.0
2020-09-28,Ромашка,23025.0,609807,5549.2
2020-09-28,Сирень,48573.8,1340514,0.0
2020-09-29,Сирень,44930.74,1295183,0.0
2020-09-29,Ромашка,30907.6,812815,8982.12
2020-09-29,Клевер,0.0,0,0.0
2020-09-29,Магнолия,17433.2,587543,0.0
2020-09-29,Вереск,34191.56,919231,13444.1
2020-09-30,Вереск,23301.27,685226,9250.81
2020-09-30,Клевер,0.0,0,0.0
2020-09-30,Магнолия,16883.82,567715,0.0
2020-09-30,Ромашка,43683.8,1079887,13005.0
2020-09-30,Сирень,46614.0,1314186,0.0
2020-10-01,Вереск,32216.98,934219,12944.59
2020-10-01,Клевер,0.0,0,0.0
2020-10-01,Магнолия,17842.47,596595,0.0
2020-10-01,Ромашка,39162.4,1012615,12339.82
2020-10-01,Сирень,48083.02,1344671,0.0
2020-10-02,Сирень,47359.87,1336514,0.0
2020-10-02,Ромашка,27013.1,684794,8388.32
2020-10-02,Магнолия,17134.14,575426,0.0
2020-10-02,Клевер,0.0,0,0.0
2020-10-02,Вереск,34015.95,931442,13449.83
2020-10-03,Вереск,36880.11,938152,14839.5
2020-10-03,Клевер,0.0,0,0.0
2020-10-03,Магнолия,16920.18,572803,0.0
2020-10-03,Ромашка,13109.3,408885,977.59
2020-10-03,Сирень,47581.99,1371500,0.0
2020-10-04,Вереск,34476.2,963496,14059.64
2020-10-04,Клевер,0.0,0,0.0
2020-10-04,Магнолия,29860.25,980088,0.0
2020-10-04,Ромашка,10496.0,308410,991.84
2020-10-04,Сирень,46953.17,1356393,0.0
2020-10-05,Сирень,46118.65,1342956,0.0
2020-10-05,Ромашка,9454.8,296507,654.52
2020-10-05,Магнолия,21007.04,694208,0.0
2020-10-05,Клевер,0.0,0,0.0
2020-10-05,Вереск,34088.97,854897,12975.87
2020-10-06,Вереск,30191.11,763378,12401.55
2020-10-06,Клевер,0.0,0,0.0
2020-10-06,Магнолия,11773.2,372906,0.0
2020-10-06,Ромашка,9081.8,276581,357.31
2020-10-06,Сирень,46483.47,1284595,0.0
2020-10-07,Вереск,36517.06,872979,14561.51
2020-10-07,Клевер,0.0,0,0.0
2020-10-07,Магнолия,25048.71,807519,0.0
2020-10-07,Ромашка,8740.4,277858,357.19
2020-10-07,Сирень,45676.26,1241281,0.0
2020-10-08,Сирень,47551.15,1286419,0.0
2020-10-08,Ромашка,7887.5,235191,374.24
2020-10-08,Клевер,0.0,0,0.0
2020-10-08,Вереск,22641.46,623092,9164.26
2020-10-08,Магнолия,34796.6,1133389,0.0
2020-10-09,Вереск,31666.77,858468,13053.22
2020-10-09,Клевер,0.0,0,0.0
2020-10-09,Магнолия,35034.43,1157608,0.0
2020-10-09,Ромашка,10832.2,325274,881.59
2020-10-09,Сирень,45991.05,1259520,0.0
2020-10-10,Ромашка,20650.1,561095,4573.46
2020-10-10,Вереск,34110.19,944733,14331.45
2020-10-10,Клевер,0.0,0,0.0
2020-10-10,Магнолия,30202.68,991534,0.0
2020-10-10,Сирень,45504.35,1264502,0.0
2020-10-11,Сирень,45722.71,1283028,0.0
2020-10-11,Ромашка,9669.7,301148,388.15
2020-10-11,Клевер,0.0,0,0.0
2020-10-11,Вереск,30974.46,875080,12629.8
2020-10-11,Магнолия,31052.87,1023823,0.0
2020-10-12,Вереск,25545.61,732125,10393.01
2020-10-12,Клевер,0.0,0,0.0
2020-10-12,Магнолия,2980.47,92773,0.0
2020-10-12,Ромашка,25082.2,581598,7248.9800000000005
2020-10-12,Сирень,31112.7,837192,0.0
2020-10-13,Вереск,26323.6,767630,10031.16
2020-10-13,Клевер,0.0,0,0.0
2020-10-13,Ромашка,19385.8,570385,2543.15
2020-10-13,Сирень,47139.89,1307091,0.0
2020-10-14,Ромашка,40602.0,874726,10729.85
2020-10-14,Сирень,47082.07,1310541,0.0
2020-10-14,Клевер,0.0,0,0.0
2020-10-14,Вереск,32173.76,938329,12384.37
2020-10-14,Магнолия,10716.33,344360,0.0
2020-10-15,Вереск,43960.5,1182167,15985.53
2020-10-15,Магнолия,34066.46,1101272,0.0
2020-10-15,Ромашка,25744.2,630078,6599.28
2020-10-15,Сирень,46725.41,1319464,0.0
2020-10-16,Сирень,46270.3,1292487,0.0
2020-10-16,Вереск,28204.45,845332,10538.37
2020-10-16,Магнолия,35969.43,1159781,0.0
2020-10-16,Ромашка,50659.5,1254321,16434.58
2020-10-17,Ромашка,82235.7,2054059,27902.27
2020-10-17,Сирень,44489.66,1224055,0.0
2020-10-17,Вереск,42305.51,1423230,17394.54
2020-10-17,Магнолия,35632.87,1161224,0.0
2020-10-18,Магнолия,35994.4,1166707,0.0
2020-10-18,Ромашка,78184.6,2004209,28068.18
2020-10-18,Вереск,26455.94,753410,10501.04
2020-10-19,Вереск,44110.96,1274898,17961.78
2020-10-19,Магнолия,27957.25,899838,0.0
2020-10-19,Ромашка,56691.1,1317050,19788.27
2020-10-19,Сирень,30193.06,818722,0.0
2020-10-20,Вереск,42323.03,1251610,17361.53
2020-10-20,Магнолия,10381.54,337846,0.0
2020-10-20,Ромашка,64913.5,1573249,24494.27
2020-10-20,Сирень,46148.56,1290967,0.0
2020-10-21,Сирень,47187.25,1299782,0.0
2020-10-21,Ромашка,71020.0,1753658,27104.3
2020-10-21,Магнолия,37782.96,1224837,0.0
2020-10-21,Вереск,46874.56,1431129,17591.9
2020-10-22,Вереск,37099.97,1103278,14516.91
2020-10-22,Магнолия,38191.26,1219651,0.0
2020-10-22,Ромашка,75777.8,1757115,27767.03
2020-10-22,Сирень,48318.17,1308335,0.0
2020-10-23,Вереск,40727.08,1286419,16910.83
2020-10-23,Магнолия,36593.27,1162295,0.0
2020-10-23,Ромашка,73995.6,1843128,27742.88
2020-10-23,Сирень,45152.28,1212948,0.0
2020-10-24,Ромашка,74295.4,1938743,27202.5
2020-10-24,Сирень,47701.2,1302355,0.0
2020-10-24,Вереск,37519.64,1191809,16606.3
2020-10-24,Магнолия,36824.62,1169510,0.0
2020-10-25,Ромашка,75928.3,1956905,27202.94
2020-10-25,Сирень,47582.96,1303029,0.0
2020-10-25,Вереск,40672.03,1240076,16214.12
2020-10-25,Магнолия,35555.95,1149128,0.0
2020-10-26,Сирень,46610.88,1273244,0.0
2020-10-26,Ромашка,72310.8,1855343,27211.75
2020-10-26,Вереск,39391.11,1307354,15741.86
2020-10-26,Магнолия,10646.95,340101,0.0
2020-10-27,Вереск,42744.76,1292275,17213.84
2020-10-27,Магнолия,37161.75,1191456,0.0
2020-10-27,Ромашка,76712.3,1852678,27611.82
2020-10-27,Сирень,46423.59,1301391,0.0
2020-10-28,Вереск,43891.28,1309734,18133.77
2020-10-28,Магнолия,21853.88,679843,0.0
2020-10-28,Ромашка,71610.5,1832636,26341.6
2020-10-28,Сирень,45212.62,1216798,0.0
2020-10-29,Вереск,42708.93,1265149,17506.33
2020-10-29,Магнолия,11030.19,347711,0.0
2020-10-29,Ромашка,73513.0,1864777,27204.16
2020-10-29,Сирень,44959.45,1231501,0.0
2020-10-30,Сирень,36936.19,1052280,0.0
2020-10-30,Ромашка,75326.1,1956066,27245.49
2020-10-30,Вереск,41002.95,1269000,16651.14
2020-10-30,Магнолия,36237.2,1165010,0.0
2020-10-31,Вереск,43578.13,1358746,17180.17
2020-10-31,Магнолия,36015.91,1178383,0.0
2020-10-31,Ромашка,72304.6,1965111,26869.23
2020-10-31,Сирень,46993.25,1316116,0.0
2020-11-01,Вереск,43805.02,1314074,18182.36
2020-11-01,Магнолия,35340.52,1156981,0.0
2020-11-01,Ромашка,73062.8,1857953,27165.05
2020-11-01,Сирень,49054.0,1354251,0.0
2020-11-02,Сирень,45593.74,1289080,0.0
2020-11-02,Ромашка,82287.9,1977360,27951.78
2020-11-02,Магнолия,13809.92,445940,0.0
2020-11-02,Вереск,29658.79,873277,11615.11
2020-11-03,Вереск,40724.91,1288996,16724.37
2020-11-03,Магнолия,10757.85,339508,0.0
2020-11-03,Ромашка,82746.2,1974185,28324.12
2020-11-03,Сирень,45469.58,1281974,0.0
2020-11-04,Вереск,44146.28,1280913,18219.95
2020-11-04,Магнолия,35101.04,1116740,0.0
2020-11-04,Ромашка,80289.3,2034222,26976.2
2020-11-04,Сирень,47759.53,1332411,0.0
2020-11-05,Ромашка,59171.4,1420242,17878.22
2020-11-05,Сирень,48765.11,1343713,0.0
2020-11-05,Вереск,31509.58,877639,12854.96
2020-11-05,Магнолия,28266.44,888612,0.0
2020-11-06,Вереск,30101.28,790642,12059.05
2020-11-06,Магнолия,11011.23,350857,0.0
2020-11-06,Ромашка,86204.2,2036195,27058.93
2020-11-06,Сирень,47124.28,1312043,0.0
2020-11-07,Вереск,44508.78,1338534,17907.85
2020-11-07,Магнолия,13135.78,424614,0.0
2020-11-07,Ромашка,86171.8,2076073,27622.59
2020-11-07,Сирень,47986.22,1317332,0.0
2020-11-08,Сирень,48404.55,1333787,0.0
2020-11-08,Вереск,42392.74,1279570,17142.76
2020-11-08,Ромашка,48287.6,1162783,13865.45
2020-11-09,Магнолия,1445.57,48135,0.0
2020-11-09,Ромашка,84606.7,2084455,27474.02
2020-11-09,Вереск,29677.8,820982,11916.96
2020-11-09,Сирень,47311.72,1296207,0.0
2020-11-10,Сирень,46027.6,1287630,0.0
2020-11-10,Ромашка,53724.7,1269747,17802.18
2020-11-10,Магнолия,10955.63,347362,0.0
2020-11-10,Вереск,42361.98,1217325,17746.65
2020-11-11,Вереск,30080.09,842471,11641.43
2020-11-11,Магнолия,36739.21,1166314,0.0
2020-11-11,Ромашка,82581.3,2064778,26781.23
2020-11-11,Сирень,47530.43,1316731,0.0
2020-11-12,Вереск,43628.67,1226178,17956.69
2020-11-12,Магнолия,36074.06,1147116,0.0
2020-11-12,Ромашка,57321.6,1413946,17751.15
2020-11-12,Сирень,46295.8,1279379,0.0
2020-11-13,Вереск,30934.76,836186,12129.4
2020-11-13,Магнолия,37394.23,1184416,0.0
2020-11-13,Ромашка,78127.6,1983243,26065.35
2020-11-13,Сирень,47368.21,1343222,0.0
2020-11-14,Сирень,49521.9,1389165,0.0
2020-11-14,Ромашка,76525.7,1845685,26280.12
2020-11-14,Вереск,38708.07,1099992,15178.89
2020-11-14,Магнолия,37795.84,1214045,0.0
2020-11-15,Вереск,38568.04,1247244,15769.57
2020-11-15,Магнолия,37964.04,1232926,0.0
2020-11-15,Ромашка,84684.3,2107262,27217.0
2020-11-15,Сирень,49164.46,1349949,0.0
2020-11-16,Вереск,40611.32,1218057,15016.08
2020-11-16,Магнолия,15154.25,503177,0.0
2020-11-16,Ромашка,51315.8,1232636,17363.48
2020-11-16,Сирень,47870.82,1320860,0.0
2020-11-17,Вереск,40763.69,1272895,17286.51
2020-11-17,Магнолия,11018.05,356450,0.0
2020-11-17,Ромашка,77153.6,1911649,26456.64
2020-11-17,Сирень,47910.65,1346600,0.0
2020-11-18,Сирень,46991.01,1285962,0.0
2020-11-18,Ромашка,54779.2,1434653,17194.8
2020-11-18,Вереск,41998.68,1130329,18004.27
2020-11-18,Магнолия,37198.05,1223890,0.0
2020-11-19,Вереск,45989.81,1220884,18286.53
2020-11-19,Магнолия,31177.68,990977,0.0
2020-11-19,Ромашка,77844.3,1988323,25359.86
2020-11-19,Сирень,47954.12,1346251,0.0
2020-11-20,Вереск,43871.38,1229325,17985.45
2020-11-20,Магнолия,10966.74,364177,0.0
2020-11-20,Ромашка,76001.1,1963754,25521.97
2020-11-20,Сирень,48855.03,1356455,0.0
2020-11-21,Сирень,46061.12,1264791,0.0
2020-11-21,Вереск,29552.52,779846,11977.18
2020-11-21,Магнолия,37087.76,1235302,0.0
2020-11-21,Ромашка,68787.4,1753056,25948.71
2020-11-22,Сирень,25953.0,731559,0.0
2020-11-22,Ромашка,73682.0,2024574,24772.9
2020-11-22,Вереск,44792.3,1221942,17946.59
2020-11-22,Магнолия,37500.69,1265681,0.0
2020-11-23,Вереск,45489.11,1222242,18473.95
2020-11-23,Магнолия,35845.17,1199490,0.0
2020-11-23,Ромашка,63782.1,1807933,23346.24
2020-11-23,Сирень,39723.32,1120402,0.0
2020-11-24,Ромашка,53418.6,1597437,23299.35
2020-11-24,Вереск,45721.96,1247542,19673.37
2020-11-24,Магнолия,25360.53,855874,0.0
2020-11-24,Сирень,46248.31,1335278,0.0
2020-11-25,Сирень,47761.11,1338250,0.0
2020-11-25,Ромашка,41632.4,1192121,15695.59
2020-11-25,Магнолия,21775.22,722936,0.0
2020-11-25,Вереск,30966.06,832110,13055.75
2020-11-26,Вереск,42299.88,1194097,18258.19
2020-11-26,Магнолия,37143.29,1243939,0.0
2020-11-26,Ромашка,57601.9,1700743,23271.23
2020-11-26,Сирень,45442.41,1270182,0.0
2020-11-27,Вереск,39985.48,1235239,17804.83
2020-11-27,Магнолия,27894.07,936298,0.0
2020-11-27,Ромашка,53828.5,1601981,23790.95
2020-11-27,Сирень,45332.22,1309615,0.0
2020-11-28,Ромашка,55101.1,1697541,23661.97
2020-11-28,Сирень,46479.39,1327007,0.0
2020-11-28,Вереск,39479.41,1174494,18418.51
2020-11-28,Магнолия,33724.13,1129069,0.0
2020-11-29,Вереск,26183.96,756833,11285.78
2020-11-29,Магнолия,36616.59,1234177,0.0
2020-11-29,Ромашка,60082.7,1742925,24394.43
2020-11-29,Сирень,46670.64,1356110,0.0
2020-11-30,Вереск,37661.73,1151687,16772.34
2020-11-30,Магнолия,36433.57,1241393,0.0
2020-11-30,Ромашка,59894.8,1729674,23617.34
2020-11-30,Сирень,46002.43,1291503,0.0
2020-12-01,Сирень,45814.78,1306091,0.0
2020-12-01,Вереск,34803.88,1195281,15521.1
2020-12-01,Магнолия,35732.9,1209076,0.0
2020-12-01,Ромашка,67435.5,1855159,25168.86
2020-12-02,Ромашка,60796.6,1758013,24627.15
2020-12-02,Сирень,44591.7,1266292,0.0
2020-12-02,Вереск,39907.61,1251744,16691.43
2020-12-02,Магнолия,35698.06,1203326,0.0
2020-12-03,Вереск,41528.4,1292542,17787.86
2020-12-03,Магнолия,12521.79,423618,0.0
2020-12-03,Ромашка,61150.6,1658914,24120.79
2020-12-03,Сирень,43018.91,1203008,0.0
2020-12-04,Вереск,26750.54,844549,11329.98
2020-12-04,Магнолия,11808.39,373024,0.0
2020-12-04,Ромашка,64469.8,1802929,24456.75
2020-12-04,Сирень,46408.03,1302961,0.0
2020-12-05,Вереск,36197.26,1221684,16023.74
2020-12-05,Магнолия,34608.55,1196962,0.0
2020-12-05,Ромашка,63011.2,1728940,25070.28
2020-12-05,Сирень,46317.8,1304187,0.0
2020-12-06,Сирень,46184.67,1381633,0.0
2020-12-06,Ромашка,63101.8,1719408,24627.01
2020-12-06,Магнолия,35124.41,1207928,0.0
2020-12-06,Вереск,40047.63,1237748,16615.11
2020-12-07,Вереск,43015.83,1331225,17332.79
2020-12-07,Магнолия,35663.02,1206789,0.0
2020-12-07,Ромашка,68469.1,1814424,25288.78
2020-12-07,Сирень,44404.32,1308919,0.0
2020-12-08,Вереск,41214.32,1250661,16785.88
2020-12-08,Магнолия,35583.71,1204667,0.0
2020-12-08,Ромашка,65817.1,1844018,24649.71
2020-12-08,Сирень,45916.65,1355278,0.0
2020-12-09,Сирень,46418.11,1322662,0.0
2020-12-09,Вереск,36186.78,1147682,14037.81
2020-12-09,Магнолия,6049.82,192223,0.0
2020-12-09,Ромашка,65150.3,1776811,24516.57
2020-12-10,Ромашка,67808.0,1857103,24757.55
2020-12-10,Сирень,46164.78,1340268,0.0
2020-12-10,Вереск,39139.9,1283526,16395.37
2020-12-10,Магнолия,10543.84,361244,0.0
2020-12-11,Вереск,28611.43,864345,11128.18
2020-12-11,Магнолия,35587.93,1157928,0.0
2020-12-11,Ромашка,62577.9,1728317,24300.43
2020-12-11,Сирень,46978.55,1354955,0.0
2020-12-12,Вереск,41915.44,1279067,17017.3
2020-12-12,Магнолия,36611.24,1258856,0.0
2020-12-12,Ромашка,66551.7,1876696,24937.02
2020-12-12,Сирень,47156.69,1377697,0.0
2020-12-13,Ромашка,61204.7,1714300,23986.38
2020-12-13,Сирень,45432.33,1341956,0.0
2020-12-13,Вереск,40036.07,1332838,16241.37
2020-12-13,Магнолия,37099.31,1244575,0.0
2020-12-14,Вереск,36713.61,1156731,15832.05
2020-12-14,Магнолия,16065.89,525281,0.0
2020-12-14,Ромашка,66344.9,1824779,24314.66
2020-12-14,Сирень,45866.12,1338783,0.0
2020-12-15,Вереск,27501.38,778351,11350.7
2020-12-15,Магнолия,21177.71,706149,0.0
2020-12-15,Ромашка,64077.8,1775769,23825.81
2020-12-15,Сирень,47266.01,1346157,0.0
2020-12-16,Сирень,46462.63,1321008,0.0
2020-12-16,Вереск,26614.58,860730,11746.43
2020-12-16,Магнолия,35813.3,1190817,0.0
2020-12-16,Ромашка,48581.2,1394118,17469.08
2020-12-17,Сирень,47255.82,1327248,0.0
2020-12-17,Ромашка,65826.8,1770693,24745.65
2020-12-17,Вереск,31339.7,1006892,13725.34
2020-12-17,Магнолия,35516.9,1173256,0.0
2020-12-18,Вереск,41682.51,1300515,16945.81
2020-12-18,Магнолия,37544.77,1220155,0.0
2020-12-18,Ромашка,66537.0,1812432,24938.14
2020-12-18,Сирень,46353.19,1292555,0.0
2020-12-19,Вереск,35721.86,1220411,15338.4
2020-12-19,Магнолия,38849.25,1230528,0.0
2020-12-19,Ромашка,64429.2,1736749,24413.74
2020-12-19,Сирень,46187.37,1343393,0.0
2020-12-20,Ромашка,62762.6,1693730,23818.75
2020-12-20,Вереск,28734.39,893427,10914.74
2020-12-20,Магнолия,26633.12,871472,0.0
2020-12-20,Сирень,47785.15,1390114,0.0
2020-12-21,Сирень,45974.16,1331097,0.0
2020-12-21,Вереск,38921.95,1277571,15647.43
2020-12-21,Ромашка,64469.3,1684132,23823.45
2020-12-22,Вереск,27379.8,925778,10621.79
2020-12-22,Магнолия,10319.71,328400,0.0
2020-12-22,Ромашка,66161.5,1771855,25074.45
2020-12-22,Сирень,45373.55,1300626,0.0
2020-12-23,Сирень,44504.56,1302017,0.0
2020-12-23,Вереск,14782.1,437071,5707.09
2020-12-23,Магнолия,37741.21,1184943,0.0
2020-12-23,Ромашка,68492.7,1882879,25023.25
2020-12-24,Ромашка,65541.3,1818737,24251.46
2020-12-24,Сирень,47185.73,1375944,0.0
2020-12-24,Вереск,16938.88,562311,6462.76
2020-12-24,Магнолия,37497.31,1204703,0.0
2020-12-25,Ромашка,71576.9,1933968,24379.45
2020-12-25,Сирень,48202.68,1345460,0.0
2020-12-25,Вереск,38626.47,1324974,14749.79
2020-12-25,Магнолия,26437.04,831398,0.0
2020-12-26,Вереск,37024.32,1285371,14708.54
2020-12-26,Ромашка,63470.3,1778267,24675.41
2020-12-26,Сирень,24132.7,687803,0.0
2020-12-27,Вереск,35950.83,1299451,14000.84
2020-12-27,Ромашка,67996.5,1870148,24515.62
2020-12-27,Сирень,44380.63,1293965,0.0
2020-12-28,Вереск,37710.78,1277736,14356.73
2020-12-28,Магнолия,12944.21,414347,0.0
2020-12-28,Ромашка,50574.3,1292100,16948.04
2020-12-28,Сирень,40054.9,1190952,0.0
2020-12-29,Ромашка,62865.8,1769883,24210.35
2020-12-29,Сирень,41771.91,1206260,0.0
2020-12-29,Вереск,36173.53,1287549,13872.48
2020-12-29,Магнолия,34384.87,1095323,0.0
2020-12-30,Сирень,42465.53,1247141,0.0
2020-12-30,Вереск,37457.69,1267503,15063.58
2020-12-30,Ромашка,67317.5,1859902,24613.15
2020-12-31,Вереск,35984.06,1250701,14755.92
2020-12-31,Ромашка,70668.6,1971565,24611.37
2020-12-31,Сирень,43479.22,1262450,0.0
2021-01-01,Ромашка,66664.1,1785310,24425.82
2021-01-01,Сирень,46646.55,1365632,0.0
2021-01-01,Вереск,36410.1,1272219,14209.84
2021-01-02,Вереск,34222.73,1208552,14110.84
2021-01-02,Ромашка,63235.1,1698989,22463.43
2021-01-02,Сирень,45312.86,1323464,0.0
2021-01-03,Сирень,45418.08,1303252,0.0
2021-01-03,Вереск,25142.17,828972,10029.22
2021-01-03,Ромашка,63533.5,1747158,24278.66
2021-01-04,Сирень,46565.67,1391401,0.0
2021-01-04,Вереск,27977.61,831093,10703.73
2021-01-04,Ромашка,62358.5,1696916,23819.29
2021-01-05,Вереск,38168.98,1174808,15496.89
2021-01-05,Магнолия,5741.41,186341,0.0
2021-01-05,Ромашка,69206.9,1848073,24742.62
2021-01-05,Сирень,46961.9,1399936,0.0
2021-01-06,Вереск,38497.92,1219477,15327.91
2021-01-06,Магнолия,17864.19,564259,0.0
2021-01-06,Ромашка,66280.3,1801352,24378.75
2021-01-06,Сирень,47854.56,1380992,0.0
2021-01-07,Сирень,47494.63,1383004,0.0
2021-01-07,Вереск,39388.04,1192596,15601.210000000001
2021-01-07,Магнолия,18048.06,571083,0.0
2021-01-07,Ромашка,50875.0,1322988,17781.63
2021-01-08,Сирень,47303.9,1383973,0.0
2021-01-08,Ромашка,45159.1,1240986,17759.67
2021-01-08,Вереск,37704.19,1188697,15282.69
2021-01-09,Вереск,25309.64,815595,9589.89
2021-01-09,Ромашка,63377.9,1763417,25647.67
2021-01-09,Сирень,47833.8,1427883,0.0
2021-01-10,Вереск,36889.08,1243645,14620.08
2021-01-10,Ромашка,61523.2,1716369,25173.97
2021-01-10,Сирень,46290.75,1378726,0.0
2021-01-11,Сирень,48076.87,1397952,0.0
2021-01-11,Вереск,23590.27,820826,9966.07
2021-01-11,Ромашка,67123.7,1842557,25971.48
2021-01-12,Ромашка,65799.7,1785390,25273.06
2021-01-12,Сирень,44546.01,1279735,0.0
2021-01-12,Вереск,25112.54,792418,10491.18
2021-01-12,Магнолия,5216.63,166412,0.0
2021-01-13,Ромашка,47269.4,1276470,18646.17
2021-01-13,Сирень,34533.46,1006326,0.0
2021-01-13,Вереск,29563.62,811747,11140.74
2021-01-13,Магнолия,16326.82,523793,0.0
2021-01-14,Вереск,39533.15,1208736,15613.08
2021-01-14,Магнолия,22251.62,718034,0.0
2021-01-14,Ромашка,67228.7,1859833,25397.92
2021-01-14,Сирень,39008.95,1112129,0.0
2021-01-15,Вереск,12820.53,434652,5348.78
2021-01-15,Магнолия,35088.79,1079482,0.0
2021-01-15,Ромашка,46066.9,1282890,17605.43
2021-01-15,Сирень,39187.58,1100830,0.0
2021-01-16,Вереск,31279.33,1104016,12654.77
2021-01-16,Магнолия,33365.45,1066498,0.0
2021-01-16,Ромашка,69664.2,1903654,25920.82
2021-01-16,Сирень,46730.91,1397777,0.0
2021-01-17,Сирень,47757.43,1436264,0.0
2021-01-17,Ромашка,65487.6,1917615,25699.18
2021-01-17,Вереск,27832.18,888738,10258.09
2021-01-17,Магнолия,37057.89,1226835,0.0
2021-01-18,Вереск,27324.15,917733,10294.96
2021-01-18,Магнолия,37645.47,1222491,0.0
2021-01-18,Ромашка,70412.1,1895112,26555.75
2021-01-18,Сирень,46167.13,1362802,0.0
2021-01-19,Вереск,38175.75,1308148,14704.9
2021-01-19,Магнолия,35785.95,1160127,0.0
2021-01-19,Ромашка,68562.7,1862615,26419.0
2021-01-19,Сирень,46984.33,1371433,0.0
2021-01-20,Вереск,40502.9,1333975,15761.54
2021-01-20,Магнолия,37904.4,1227973,0.0
2021-01-20,Ромашка,53855.0,1479382,20073.99
2021-01-20,Сирень,42163.4,1254288,0.0
2021-01-21,Сирень,40831.52,1195024,0.0
2021-01-21,Ромашка,66855.9,1892975,26240.57
2021-01-21,Вереск,27410.99,799913,9368.38
2021-01-21,Магнолия,36623.85,1198574,0.0
2021-01-22,Вереск,27893.54,827342,8607.96
2021-01-22,Магнолия,34291.74,1104341,0.0
2021-01-22,Ромашка,44245.8,1146810,14655.39
2021-01-22,Сирень,46675.31,1389865,0.0
2021-01-23,Вереск,9681.57,318966,4005.27
2021-01-23,Магнолия,25843.81,842285,0.0
2021-01-23,Ромашка,17642.6,403713,5568.4
2021-01-23,Сирень,32396.08,956532,0.0
2021-01-24,Сирень,40405.35,1189537,0.0
2021-01-24,Ромашка,41167.3,1072366,14555.28
2021-01-24,Магнолия,37490.48,1209695,0.0
2021-01-24,Вереск,41079.6,1200470,17651.0
2021-01-25,Вереск,37978.7,1211648,16805.23
2021-01-25,Магнолия,38449.6,1223571,0.0
2021-01-25,Ромашка,56460.9,1601737,20586.83
2021-01-25,Сирень,46636.99,1415573,0.0
2021-01-26,Вереск,40729.77,1269899,18024.67
2021-01-26,Магнолия,38549.84,1201409,0.0
2021-01-26,Ромашка,66075.3,1762222,23354.0
2021-01-26,Сирень,47075.31,1411355,0.0
2021-01-27,Ромашка,74548.7,2053683,26107.84
2021-01-27,Сирень,46225.21,1369826,0.0
2021-01-27,Вереск,43217.18,1291654,18713.97
2021-01-27,Магнолия,38616.51,1207949,0.0
2021-01-28,Сирень,45000.43,1342458,0.0
2021-01-28,Ромашка,72212.9,1990533,25974.47
2021-01-28,Вереск,40801.85,1190650,18452.22
2021-01-28,Магнолия,39460.24,1221896,0.0
2021-01-29,Вереск,13424.55,413373,6063.89
2021-01-29,Магнолия,41170.37,1270035,0.0
2021-01-29,Ромашка,51645.5,1412035,17599.28
2021-01-29,Сирень,48500.37,1451957,0.0
2021-01-30,Вереск,36445.66,1166046,17188.15
2021-01-30,Магнолия,39777.99,1259381,0.0
2021-01-30,Ромашка,75451.8,2027888,26333.09
2021-01-30,Сирень,44733.01,1362233,0.0
2021-01-31,Сирень,45985.29,1411646,0.0
2021-01-31,Ромашка,74027.1,2040164,25893.28
2021-01-31,Вереск,26931.69,811992,12548.37
2021-01-31,Магнолия,40731.07,1269560,0.0
2021-02-01,Вереск,28699.54,852553,12084.88
2021-02-01,Магнолия,39703.9,1217645,0.0
2021-02-01,Ромашка,73354.4,1961087,25252.99
2021-02-01,Сирень,47426.66,1422580,0.0
2021-02-02,Вереск,40992.0,1221191,17673.45
2021-02-02,Магнолия,41699.74,1294711,0.0
2021-02-02,Ромашка,73799.9,1996026,25895.84
2021-02-02,Сирень,46702.16,1410679,0.0
2021-02-03,Ромашка,42750.7,1139946,14212.65
2021-02-03,Вереск,39238.93,1203420,17283.32
2021-02-03,Магнолия,40911.81,1264254,0.0
2021-02-03,Сирень,47842.48,1421059,0.0
2021-02-04,Сирень,45399.27,1309013,0.0
2021-02-04,Ромашка,39754.5,1043387,12052.95
2021-02-04,Магнолия,43514.97,1330722,0.0
2021-02-04,Вереск,36794.04,1212891,16313.96
2021-02-05,Вереск,26452.9,860979,10083.65
2021-02-05,Магнолия,43227.2,1320169,0.0
2021-02-05,Ромашка,71514.2,1911754,24970.29
2021-02-05,Сирень,47354.42,1347875,0.0
2021-02-06,Вереск,39156.74,1275666,15286.03
2021-02-06,Магнолия,43139.27,1352612,0.0
2021-02-06,Ромашка,77027.3,2098483,26773.46
2021-02-06,Сирень,45892.1,1284737,0.0
2021-02-07,Ромашка,70974.9,1935149,24145.3
2021-02-07,Сирень,44832.99,1327600,0.0
2021-02-07,Вереск,36149.06,1201695,15593.29
2021-02-07,Магнолия,41765.97,1307248,0.0
